loan_amount,annual_income,total_balance,total_credit_limit,total_monthly_debt,monthly_income,age,past_delinquencies,default
14847,118499,9563,15618,540,9874.916666666666,38,4,1
31155,108958,18558,37464,1645,9079.833333333334,52,1,1
19135,62920,34932,47344,3798,5243.333333333333,41,0,1
22774,41156,27567,28255,2841,3429.6666666666665,30,1,1
6742,41108,33376,34299,1099,3425.6666666666665,57,0,1
23309,61845,22922,11462,3838,5153.75,42,1,1
5619,32800,13388,25905,2524,2733.3333333333335,33,2,1
22658,72712,30332,34920,3088,6059.333333333333,37,3,1
39707,32610,24495,26252,2530,2717.5,29,2,1
25337,107603,9434,44836,2282,8966.916666666666,44,0,0
21001,63872,21991,15753,2351,5322.666666666667,64,0,1
5968,40728,28472,24175,2998,3394.0,34,1,1
30892,50583,27849,16191,2279,4215.25,28,1,1
30619,115774,2541,27898,3632,9647.833333333334,57,4,1
5281,37263,3765,28982,3718,3105.25,39,1,1
32420,97450,38259,24622,3337,8120.833333333333,48,2,1
20360,119285,30283,11001,2881,9940.416666666666,61,0,1
6058,49456,36851,33283,2404,4121.333333333333,50,3,1
25677,95942,35625,31435,3438,7995.166666666667,27,1,1
15724,43689,1769,37223,3713,3640.75,46,1,1
33404,62934,18806,47244,2591,5244.5,60,2,1
34856,63276,25982,40024,643,5273.0,31,3,1
14200,49873,3972,40734,832,4156.083333333333,34,0,0
38997,43050,19256,10515,1497,3587.5,41,3,1
30611,96216,39367,11191,1919,8018.0,28,4,1
6239,114444,19653,42264,554,9537.0,23,5,0
5125,114040,39043,16297,1830,9503.333333333334,48,0,1
28857,51644,22133,37856,3417,4303.666666666667,49,0,0
20398,92021,26757,18334,1946,7668.416666666667,43,0,1
11638,67125,38840,34162,1940,5593.75,38,0,0
11570,96899,33069,16008,3344,8074.916666666667,55,1,1
8249,72291,15706,17987,2872,6024.25,33,1,0
14110,65060,39231,40966,2233,5421.666666666667,32,0,1
18605,31538,28909,13332,2194,2628.1666666666665,25,0,1
17115,66176,12095,10787,579,5514.666666666667,59,2,0
27911,71520,21343,48990,3602,5960.0,31,3,1
37556,55675,27469,19873,1484,4639.583333333333,31,3,1
17595,48287,2313,27006,3683,4023.9166666666665,62,0,1
6969,30174,8847,30225,3105,2514.5,51,4,1
22275,64998,10166,46444,1364,5416.5,51,2,1
9470,83312,10930,45340,3264,6942.666666666667,33,1,0
15225,42112,4285,49683,2087,3509.3333333333335,34,0,0
28196,105225,36863,15033,971,8768.75,62,2,1
18669,74814,17704,17788,2621,6234.5,45,1,0
20577,115091,19705,25689,2076,9590.916666666666,53,2,0
27473,80719,1555,31598,2002,6726.583333333333,53,3,0
33625,63919,22323,47480,1088,5326.583333333333,35,2,1
20504,103155,6432,39703,1910,8596.25,36,4,0
29089,101569,2386,10066,2405,8464.083333333334,64,2,0
5302,71328,11619,17533,1063,5944.0,58,0,1
36463,100482,7854,25103,3983,8373.5,26,2,1
34259,54618,8637,14616,966,4551.5,64,0,1
35659,64675,22225,48498,1098,5389.583333333333,45,3,1
36890,48919,27739,21772,2144,4076.5833333333335,35,0,1
18598,34173,11618,33849,1491,2847.75,24,1,0
24508,56400,37561,22940,2432,4700.0,24,0,1
18380,80445,8373,26932,3284,6703.75,50,2,1
31984,100305,36281,39769,3541,8358.75,54,0,0
13125,67564,21187,34648,2795,5630.333333333333,47,1,0
9033,75814,3327,42966,2104,6317.833333333333,51,0,0
22087,109747,33391,37777,3691,9145.583333333334,52,1,1
10704,118791,19549,42567,566,9899.25,64,3,0
12848,57962,8642,27174,3120,4830.166666666667,59,2,1
26592,114892,15435,23798,3898,9574.333333333334,29,0,1
11924,115842,34760,27558,3250,9653.5,61,1,1
32208,100533,39192,10178,969,8377.75,28,2,1
24614,86184,5381,30470,3040,7182.0,34,1,1
5488,112912,32047,27118,2224,9409.333333333334,53,1,0
30923,40578,20558,32616,3210,3381.5,43,1,1
34165,48624,31782,10798,2833,4052.0,41,0,1
6667,69194,5782,17601,2131,5766.166666666667,32,1,0
31213,30389,26881,35363,2859,2532.4166666666665,22,0,1
9114,97391,30409,12795,2856,8115.916666666667,33,0,1
12761,43794,20462,41926,1274,3649.5,24,2,1
36116,88002,3983,47356,3668,7333.5,40,1,0
38768,65531,32933,17297,3512,5460.916666666667,34,2,1
30426,82815,3523,13084,1636,6901.25,50,2,0
22772,34986,10677,40329,2511,2915.5,49,1,1
8712,62298,11292,21110,3003,5191.5,28,2,0
6367,31481,16089,10731,1986,2623.4166666666665,32,0,1
31200,86408,5581,11129,631,7200.666666666667,61,0,0
8726,99267,12907,38022,1429,8272.25,58,5,1
28616,46835,6609,11605,3512,3902.9166666666665,46,0,1
32723,57798,23936,21970,1428,4816.5,22,0,1
39958,94887,34988,39265,2668,7907.25,60,1,1
14108,49477,30506,42330,1720,4123.083333333333,34,0,0
17178,47266,14163,12933,2005,3938.8333333333335,26,0,0
36324,116328,13537,25187,1133,9694.0,62,0,0
22824,115988,23419,35791,3444,9665.666666666666,60,1,0
13927,73526,10455,34900,3319,6127.166666666667,51,2,0
33144,41889,10063,15074,1562,3490.75,37,0,1
36010,54335,1834,36426,3113,4527.916666666667,45,1,0
27443,41254,33214,49867,3059,3437.8333333333335,52,1,1
19437,116610,28398,10893,1684,9717.5,32,2,1
16207,41442,35492,44158,788,3453.5,33,1,1
30537,76289,3413,29773,2747,6357.416666666667,39,1,0
17040,83747,10505,14239,2311,6978.916666666667,64,3,1
27612,67327,38266,30863,1027,5610.583333333333,45,1,1
33441,46199,3105,13432,1416,3849.9166666666665,51,0,0
11471,102827,3568,45139,2208,8568.916666666666,57,0,0
31523,30112,38679,11515,3819,2509.3333333333335,45,0,1
36348,117051,34560,41670,1906,9754.25,36,2,0
6177,49581,15195,49094,1741,4131.75,58,5,0
9760,89722,16762,24605,1610,7476.833333333333,63,4,1
37779,46523,16898,15586,3653,3876.9166666666665,43,1,1
26636,96960,22577,45685,3633,8080.0,34,0,1
21353,49552,2214,41186,1298,4129.333333333333,26,3,0
16556,40808,21803,36928,2023,3400.6666666666665,45,3,1
32598,102525,24698,42728,3613,8543.75,43,2,1
16563,53620,33980,27551,511,4468.333333333333,63,0,0
13234,30887,2658,31493,1332,2573.9166666666665,32,1,0
30519,61802,13270,30711,3388,5150.166666666667,33,1,1
31966,115024,38792,30039,3190,9585.333333333334,56,2,1
21173,111938,23301,46561,3686,9328.166666666666,59,4,1
31987,116741,6141,19947,1741,9728.416666666666,54,1,0
18178,56049,39756,42335,2172,4670.75,26,1,1
29596,107789,14777,25859,2653,8982.416666666666,58,1,0
38174,114526,39346,33122,1190,9543.833333333334,60,2,1
9431,37846,30441,11577,1027,3153.8333333333335,28,2,1
32764,76220,29469,38350,1995,6351.666666666667,28,3,0
26627,76163,4845,43798,3393,6346.916666666667,60,0,1
13906,33765,24290,41898,1392,2813.75,53,0,1
18076,111486,31699,25881,886,9290.5,54,3,1
11012,75270,34146,20785,1749,6272.5,64,0,1
12151,105277,4293,16691,3028,8773.083333333334,35,2,0
33211,118278,17608,27297,2277,9856.5,56,1,1
32117,52931,1737,16358,907,4410.916666666667,55,1,0
11894,119116,17619,29581,2176,9926.333333333334,42,1,1
18467,85633,13470,11462,1397,7136.083333333333,43,1,0
36010,110702,23372,25511,1210,9225.166666666666,60,0,0
17289,81913,17117,20570,3186,6826.083333333333,42,2,1
28171,55991,15779,25474,3592,4665.916666666667,25,3,1
39905,84845,30294,17037,2182,7070.416666666667,51,3,1
25829,85312,22630,38129,3362,7109.333333333333,33,1,0
39054,40561,13178,23386,1417,3380.0833333333335,48,2,1
34734,46901,20935,16221,2750,3908.4166666666665,40,2,1
12052,92875,23784,33474,916,7739.583333333333,53,2,0
8654,55917,24027,31045,915,4659.75,36,1,0
28486,92120,32008,35783,1971,7676.666666666667,49,3,1
23743,31988,2823,14922,2035,2665.6666666666665,43,1,1
29489,44256,7852,32706,584,3688.0,44,1,0
13636,117728,14072,42479,666,9810.666666666666,54,1,0
11441,58230,12133,15178,2931,4852.5,27,1,0
29611,89778,16111,40022,3015,7481.5,58,3,1
17149,75833,33312,25240,1595,6319.416666666667,57,1,1
39566,52625,25161,36220,1309,4385.416666666667,24,3,1
26675,62088,2777,46736,3544,5174.0,54,4,0
10495,109650,25014,12716,2044,9137.5,62,1,1
18673,71167,15772,26574,2316,5930.583333333333,42,2,0
16130,101291,19161,27719,3020,8440.916666666666,25,0,0
27668,95303,8490,18181,1492,7941.916666666667,62,3,0
20222,106361,25502,30213,1781,8863.416666666666,43,1,0
28669,118229,36757,16380,774,9852.416666666666,35,2,1
39068,34117,33737,10615,2273,2843.0833333333335,51,1,1
28253,90710,18709,10463,3591,7559.166666666667,29,2,1
14435,97054,9998,41973,3037,8087.833333333333,63,1,0
33552,60949,29906,19158,2256,5079.083333333333,45,4,1
21393,52547,36490,30651,2873,4378.916666666667,45,1,1
15617,111882,5656,13158,3076,9323.5,41,1,1
14852,98136,37901,30008,1391,8178.0,29,1,0
36401,94619,26735,14938,588,7884.916666666667,58,2,1
11295,91842,30092,48185,3033,7653.5,42,0,0
39084,56990,2242,32388,1207,4749.166666666667,63,1,0
12227,46193,2831,18881,2897,3849.4166666666665,43,2,0
36910,60109,29511,15603,3655,5009.083333333333,24,1,1
28384,49233,8246,44980,886,4102.75,49,1,1
5145,111730,32467,32504,2634,9310.833333333334,35,3,1
21035,64510,19302,26766,2854,5375.833333333333,21,1,1
8040,31306,4232,38386,2373,2608.8333333333335,50,1,0
31160,33849,37526,21695,1677,2820.75,49,1,1
22633,42360,39765,27796,939,3530.0,40,4,1
34344,75800,11972,24559,3287,6316.666666666667,53,0,1
22014,66963,35592,48914,2811,5580.25,61,2,1
19996,84330,11683,43139,1476,7027.5,64,4,0
16695,81707,24664,48333,1234,6808.916666666667,56,0,0
7852,48689,37828,18802,2968,4057.4166666666665,42,2,1
21014,59084,34172,18307,3040,4923.666666666667,33,1,1
32042,70387,19105,43214,1132,5865.583333333333,27,0,0
38755,104816,22700,44159,1492,8734.666666666666,28,1,1
28711,32642,12017,21516,2958,2720.1666666666665,48,0,0
31122,72137,37613,39086,672,6011.416666666667,63,1,0
14160,109832,21594,40480,503,9152.666666666666,29,1,0
32213,85561,12384,48737,3401,7130.083333333333,45,0,0
12421,92260,31348,19265,2163,7688.333333333333,36,2,1
26400,45438,17448,15454,3533,3786.5,30,0,1
38537,78442,10491,45918,2515,6536.833333333333,31,3,1
22727,32994,14112,36181,1995,2749.5,51,1,1
9358,31813,32021,25386,3681,2651.0833333333335,32,2,1
33482,114381,1968,49182,1560,9531.75,51,1,0
37117,85276,1368,47425,3130,7106.333333333333,34,0,0
28164,71243,9424,34327,1554,5936.916666666667,64,0,0
36910,92912,36010,31181,880,7742.666666666667,52,0,1
37496,90272,36851,31452,1791,7522.666666666667,37,2,1
34371,72051,26496,48248,3582,6004.25,55,4,1
22625,108854,31936,43751,2891,9071.166666666666,21,4,1
38893,112736,14322,31991,2092,9394.666666666666,49,1,0
15793,95618,2469,19916,665,7968.166666666667,24,1,0
36007,31920,38493,20143,3247,2660.0,43,2,1
30766,107219,5259,35855,2889,8934.916666666666,48,2,1
17323,106872,37390,25581,1542,8906.0,36,3,1
12843,111132,11292,11907,2151,9261.0,32,3,1
19210,32093,27841,39424,3527,2674.4166666666665,41,2,1
21456,42905,29365,33308,1707,3575.4166666666665,37,1,1
36367,54351,18207,46942,1044,4529.25,60,3,1
15106,60981,37199,36957,3581,5081.75,33,2,1
7472,103903,23912,35464,2739,8658.583333333334,52,0,0
11704,100821,37919,33649,2867,8401.75,57,3,1
8713,112289,37981,37125,3127,9357.416666666666,35,2,1
10051,114021,16235,44758,3022,9501.75,32,3,1
15756,108513,34547,15596,3184,9042.75,35,1,1
7475,49874,20276,26374,2974,4156.166666666667,54,1,1
9255,80931,32923,13775,3630,6744.25,26,1,1
19484,37674,6534,37388,596,3139.5,37,0,0
39503,80516,27469,31029,3043,6709.666666666667,40,0,1
13258,90686,37074,28445,3208,7557.166666666667,29,3,1
13533,99212,36670,24645,1801,8267.666666666666,25,0,1
37581,32426,33563,41105,3836,2702.1666666666665,43,1,1
10249,98498,37486,23668,2556,8208.166666666666,53,4,1
24201,59943,1021,25960,956,4995.25,58,2,1
14686,96395,35268,21357,2318,8032.916666666667,34,1,1
37007,74816,16799,47203,772,6234.666666666667,37,3,1
5661,34138,27336,25804,3487,2844.8333333333335,39,2,1
35137,105945,4641,24626,1531,8828.75,53,1,1
15526,34017,22596,38132,707,2834.75,21,0,1
8374,40451,33959,17951,2437,3370.9166666666665,33,0,1
30592,92956,14306,16449,2160,7746.333333333333,47,3,1
33982,40278,9587,29065,1646,3356.5,26,3,0
5207,73764,32359,45967,1556,6147.0,26,1,0
28197,31134,22498,49536,2036,2594.5,53,3,1
38400,92943,5662,19130,703,7745.25,50,1,0
8083,84318,38094,33824,3065,7026.5,55,1,0
34328,90128,28197,46993,2332,7510.666666666667,43,4,0
25103,118056,21719,41875,3064,9838.0,30,1,1
15754,51869,25665,16054,942,4322.416666666667,39,2,0
39447,35039,26032,44273,1188,2919.9166666666665,48,1,1
20901,51281,13641,20832,3397,4273.416666666667,43,1,1
38004,40442,31028,39670,1332,3370.1666666666665,24,2,1
12446,103788,16651,32852,2886,8649.0,40,2,1
34301,57586,9536,33620,1961,4798.833333333333,39,1,1
31116,83053,7273,38307,1659,6921.083333333333,62,2,1
23752,80489,7284,11551,886,6707.416666666667,47,1,0
37376,113104,26692,37812,2541,9425.333333333334,54,1,1
21669,116346,9817,23799,3596,9695.5,24,1,0
37916,97087,29955,36312,3053,8090.583333333333,58,2,1
18395,42625,27555,49620,1848,3552.0833333333335,27,1,0
25421,64397,21378,11449,2218,5366.416666666667,27,1,1
31342,88671,18127,34426,1179,7389.25,46,1,0
9895,96897,18952,45427,3909,8074.75,46,2,1
16023,56149,12539,41551,1189,4679.083333333333,39,1,0
15699,90030,15692,34277,3432,7502.5,29,2,1
14715,99906,19120,45489,3666,8325.5,40,0,0
24169,35283,14334,19637,2068,2940.25,62,3,1
21163,37610,29615,45693,3170,3134.1666666666665,36,1,1
10782,73326,8903,19824,1669,6110.5,37,2,0
27641,44924,29527,36950,1392,3743.6666666666665,42,0,1
23792,106162,16629,33488,1452,8846.833333333334,33,0,0
35682,30869,18740,49008,1754,2572.4166666666665,32,2,1
23880,31014,34782,10215,1283,2584.5,30,1,1
23073,40103,27708,21523,2546,3341.9166666666665,21,0,1
29837,112522,11860,20364,2371,9376.833333333334,52,1,1
22826,63458,18438,13153,994,5288.166666666667,50,3,1
29981,112409,2764,33834,3609,9367.416666666666,28,2,1
15382,53248,7009,44474,3996,4437.333333333333,41,0,0
9437,119160,21842,44335,1246,9930.0,42,1,0
10435,73516,34435,20400,2984,6126.333333333333,38,0,1
29819,59061,4370,20345,2354,4921.75,22,2,1
36982,54170,39744,43896,3939,4514.166666666667,64,0,1
38328,38024,21454,29894,2892,3168.6666666666665,29,2,1
17329,112214,39367,38899,3731,9351.166666666666,23,2,1
30169,115947,4650,38229,3097,9662.25,46,1,0
26932,73803,26708,15583,3367,6150.25,41,2,1
39594,49296,4190,14897,3088,4108.0,50,1,1
16421,116664,9789,16001,2691,9722.0,48,0,0
12629,48257,33125,14567,3135,4021.4166666666665,56,1,1
13325,42855,34159,19271,1156,3571.25,46,3,1
33495,115178,18459,21703,2382,9598.166666666666,54,1,1
36750,50025,36418,23329,2892,4168.75,28,2,1
34619,34458,19768,45509,3840,2871.5,30,0,1
13264,93610,16563,16256,3243,7800.833333333333,63,0,1
17686,100843,28885,10228,2296,8403.583333333334,34,4,1
29226,113961,22885,34746,767,9496.75,60,2,0
11721,79831,7895,26678,2716,6652.583333333333,35,2,1
25609,73427,24958,47052,2262,6118.916666666667,37,3,0
12373,68506,2531,33185,2580,5708.833333333333,38,2,0
33937,35668,6481,43686,876,2972.3333333333335,52,1,0
10656,77195,24932,21445,3785,6432.916666666667,58,3,1
13984,103233,22360,43266,2085,8602.75,43,1,1
34984,54417,25829,12809,1963,4534.75,43,0,1
13286,111982,20932,47729,2940,9331.833333333334,55,1,0
10901,40751,39931,46547,988,3395.9166666666665,59,2,0
36552,76218,39032,44886,1221,6351.5,35,2,1
30709,37352,16890,16391,1445,3112.6666666666665,44,2,1
36055,109052,19807,10145,3600,9087.666666666666,48,0,1
13429,118835,12767,23929,2586,9902.916666666666,36,0,1
19716,58927,9071,34326,2135,4910.583333333333,36,2,1
16138,71094,27149,39991,3744,5924.5,60,2,1
28429,84122,16540,47333,1540,7010.166666666667,59,3,0
10772,59493,36676,26576,3627,4957.75,26,2,1
22347,103539,5712,49405,2773,8628.25,22,2,1
21920,61707,27201,38464,2614,5142.25,33,2,1
36822,98814,20899,18243,3768,8234.5,64,1,1
28563,37296,20787,41601,2177,3108.0,29,1,1
12967,55398,21982,12410,3382,4616.5,54,2,1
16871,65842,23606,11820,3594,5486.833333333333,37,0,1
33763,43261,11150,45289,1498,3605.0833333333335,47,4,0
16916,106709,21393,48650,2277,8892.416666666666,49,0,0
13734,86704,38259,44635,2784,7225.333333333333,57,1,0
38613,97173,28750,17465,1456,8097.75,63,3,1
33179,61781,9593,42439,3466,5148.416666666667,42,1,1
17677,43652,18358,37314,2089,3637.6666666666665,44,0,0
23268,35103,17607,29583,1661,2925.25,27,0,0
17330,55500,38381,37155,3020,4625.0,54,2,0
25733,65529,25811,48871,2368,5460.75,32,0,1
32286,48452,29074,22197,1052,4037.6666666666665,43,2,1
11610,79393,21595,39511,2133,6616.083333333333,35,0,0
11430,61174,27853,25424,1194,5097.833333333333,53,4,1
18828,94450,9183,10240,3800,7870.833333333333,33,0,0
36497,65436,21661,14631,816,5453.0,43,1,1
31526,77406,37495,19599,3145,6450.5,58,3,1
35158,93059,14703,34658,1267,7754.916666666667,52,2,0
30032,45954,31815,47845,3433,3829.5,55,2,1
34794,112722,30565,42574,3108,9393.5,21,2,1
10448,42356,23942,46536,3772,3529.6666666666665,25,2,1
33861,32187,34161,17995,2471,2682.25,33,1,1
33141,107243,10716,35186,2805,8936.916666666666,25,0,0
14074,65098,34349,39245,2003,5424.833333333333,52,1,0
11406,51225,1132,32813,3749,4268.75,41,1,0
36823,33606,4385,23276,3304,2800.5,44,1,1
28291,87620,37538,29989,622,7301.666666666667,38,1,0
37003,62828,36036,22746,2889,5235.666666666667,41,1,1
39406,56489,34743,28557,3742,4707.416666666667,30,1,0
28312,44387,8213,38060,2368,3698.9166666666665,44,3,0
6382,99463,27119,16568,2171,8288.583333333334,60,2,1
39171,101832,3835,45369,1582,8486.0,41,6,0
8292,32591,3738,29041,2228,2715.9166666666665,45,4,1
38187,78516,5134,16080,2807,6543.0,43,1,1
17411,92061,26892,23854,3944,7671.75,42,1,0
20422,96736,9353,12159,2496,8061.333333333333,24,1,1
37371,111257,16690,37025,2642,9271.416666666666,54,2,0
10693,91753,2909,14368,1648,7646.083333333333,26,1,0
38535,114774,26703,44085,2588,9564.5,48,7,1
19818,41087,15496,37094,2414,3423.9166666666665,51,0,0
36238,60816,13062,11230,753,5068.0,55,3,1
35874,53408,10850,27517,506,4450.666666666667,59,1,0
31715,30136,28701,33991,3275,2511.3333333333335,62,1,1
32605,47413,35731,11301,2616,3951.0833333333335,43,1,1
39317,89500,6153,38610,3652,7458.333333333333,26,1,1
36174,114514,11481,25927,1041,9542.833333333334,36,1,0
14956,86358,34734,44678,3833,7196.5,22,1,1
15837,96197,1889,34466,588,8016.416666666667,44,1,0
8716,62854,20445,24904,2438,5237.833333333333,37,0,0
9481,106240,7461,36081,3779,8853.333333333334,21,2,0
29282,46322,39934,34354,712,3860.1666666666665,26,1,1
11548,36968,29205,37761,3381,3080.6666666666665,25,1,0
12758,57518,24351,28300,765,4793.166666666667,49,0,0
28177,81925,17006,39491,3459,6827.083333333333,32,1,0
29022,89848,11940,45525,2840,7487.333333333333,59,0,0
10542,31700,12258,36532,1730,2641.6666666666665,23,3,1
30476,53199,25485,16464,2880,4433.25,21,4,1
35784,74589,24763,26562,3648,6215.75,47,1,1
27740,62115,2067,18683,3859,5176.25,44,0,1
29817,91934,21607,42634,1504,7661.166666666667,64,1,1
21052,84316,10018,10060,2594,7026.333333333333,39,2,1
5671,35520,16187,19269,1121,2960.0,28,0,1
5163,66455,38375,33065,3771,5537.916666666667,64,0,1
9795,116465,4985,12895,926,9705.416666666666,22,2,1
15634,71605,20563,25323,709,5967.083333333333,50,2,0
9798,44955,38306,22352,1387,3746.25,50,2,1
27420,74049,19608,48591,1943,6170.75,59,1,0
34300,43917,2726,40890,653,3659.75,52,2,1
29345,100293,27582,42016,914,8357.75,21,2,1
15749,108581,6791,21962,3924,9048.416666666666,58,2,0
30121,94925,9458,43302,1680,7910.416666666667,33,1,0
33411,100269,18221,29846,1784,8355.75,31,2,1
38361,60954,21968,14011,3648,5079.5,30,1,1
26223,102617,18070,29782,1268,8551.416666666666,46,3,1
12394,71458,28937,12155,1482,5954.833333333333,40,1,1
19056,119037,38415,49725,2011,9919.75,37,2,0
33380,51113,21802,19196,3702,4259.416666666667,37,0,1
31035,73939,11420,31709,1078,6161.583333333333,24,0,0
35620,59345,7642,23327,3287,4945.416666666667,25,3,1
24877,76313,20775,45474,2710,6359.416666666667,43,3,1
35911,99166,29754,42769,1538,8263.833333333334,30,0,0
37784,77861,5357,34700,3803,6488.416666666667,48,1,0
8191,79298,22263,24820,2742,6608.166666666667,53,1,0
38160,77221,14201,20891,1041,6435.083333333333,63,3,0
30000,74942,3739,44629,858,6245.166666666667,46,1,1
8631,33453,14231,15269,1349,2787.75,49,1,1
11172,84935,22168,18320,3902,7077.916666666667,47,1,1
28561,73370,33624,20740,926,6114.166666666667,38,3,1
29817,38328,11635,45897,3044,3194.0,60,4,1
25281,45534,10964,40930,3375,3794.5,30,0,1
33671,115280,28785,27285,985,9606.666666666666,62,1,1
30364,114925,30510,24380,2331,9577.083333333334,25,1,1
32425,66320,18261,21360,1972,5526.666666666667,30,0,1
33602,79170,20254,15398,1936,6597.5,41,0,0
28253,110201,12392,15529,829,9183.416666666666,44,2,0
28472,38640,13336,39062,2255,3220.0,58,1,0
13080,60049,12939,46686,3436,5004.083333333333,23,2,1
12099,35618,28412,27451,3538,2968.1666666666665,60,2,1
30431,86053,17676,16937,1670,7171.083333333333,51,1,1
36186,31920,10843,49886,758,2660.0,61,1,0
35111,73937,26112,20860,2839,6161.416666666667,57,0,1
27614,99724,31598,35142,642,8310.333333333334,22,1,0
31724,42207,36454,35279,2516,3517.25,22,0,1
9940,95774,34001,48106,3294,7981.166666666667,59,2,1
33758,62972,28228,45908,1126,5247.666666666667,62,6,0
12788,40799,15429,24201,1888,3399.9166666666665,64,2,0
33082,101088,19758,47711,589,8424.0,54,1,0
29034,58916,3272,18997,1219,4909.666666666667,62,1,0
16280,100463,18350,30175,3735,8371.916666666666,40,5,1
23052,106700,23538,13225,980,8891.666666666666,53,0,0
21531,67158,4400,45228,2631,5596.5,24,4,0
27804,114607,16371,33110,1600,9550.583333333334,64,1,0
33903,101696,38310,20754,1172,8474.666666666666,31,0,1
15142,91510,37291,36655,1016,7625.833333333333,62,0,1
14866,88692,19147,13114,3032,7391.0,25,0,1
9531,91744,4291,36502,2113,7645.333333333333,45,1,0
33138,45810,36256,30028,1281,3817.5,57,2,1
32065,35126,11892,27587,2651,2927.1666666666665,54,0,1
34956,60009,35326,45333,2535,5000.75,29,1,1
15759,30192,38458,13174,2886,2516.0,26,0,1
10439,66413,39889,45398,1186,5534.416666666667,38,0,0
33270,42816,38207,45929,2089,3568.0,34,1,1
18279,69082,26995,14321,1399,5756.833333333333,39,2,1
28888,95048,6409,40435,2001,7920.666666666667,34,2,1
22630,80940,30823,17099,3154,6745.0,60,1,1
36182,62130,8869,33760,722,5177.5,37,0,1
30538,70142,36724,21360,3580,5845.166666666667,55,4,1
16824,66468,23401,20313,1576,5539.0,49,4,1
37125,60698,26958,30462,1600,5058.166666666667,62,1,1
11979,40655,11766,15801,2241,3387.9166666666665,37,1,1
31189,77897,20768,24130,1002,6491.416666666667,63,1,0
17504,60075,31794,24271,1839,5006.25,28,1,1
25669,39359,27145,26075,3369,3279.9166666666665,21,2,1
11910,72056,11086,46919,1123,6004.666666666667,56,0,0
39964,81831,27442,28984,2386,6819.25,27,1,1
25131,89191,17412,32559,2712,7432.583333333333,25,1,0
30227,63272,26596,22861,3850,5272.666666666667,44,0,0
10978,44671,11255,43434,1550,3722.5833333333335,48,0,0
26991,57048,24332,26667,1593,4754.0,63,3,0
22153,106274,16764,15840,3789,8856.166666666666,37,2,1
38548,55963,28563,13565,2485,4663.583333333333,57,1,1
8983,73954,23139,30977,1888,6162.833333333333,40,0,1
14503,102309,37370,31118,1829,8525.75,23,0,0
34921,30717,6062,32641,1647,2559.75,57,0,1
21905,41676,8244,17366,518,3473.0,46,1,0
28953,34434,7372,36636,1780,2869.5,35,0,1
31806,79810,20965,25630,3867,6650.833333333333,28,1,1
27168,34994,17956,30056,1545,2916.1666666666665,33,0,1
9583,34234,14894,17382,1488,2852.8333333333335,23,1,0
16889,99300,34382,26149,2997,8275.0,21,2,1
32413,73949,5050,10992,3099,6162.416666666667,29,1,1
17275,67405,17709,16858,2073,5617.083333333333,51,3,1
7461,64872,16722,12121,1571,5406.0,61,4,1
19291,72215,16210,37160,3242,6017.916666666667,46,3,0
16435,53185,37545,30906,3134,4432.083333333333,37,1,1
32935,73442,39674,29572,3268,6120.166666666667,54,1,1
38453,81759,35489,14136,1706,6813.25,29,2,1
23544,71153,18733,26727,1958,5929.416666666667,33,2,0
17258,107535,21080,42167,2654,8961.25,25,1,0
35841,32581,37664,25479,1711,2715.0833333333335,61,0,1
15736,81717,39014,41376,1275,6809.75,33,2,0
39964,32763,28250,14823,3657,2730.25,21,0,1
33044,85480,21229,14920,2359,7123.333333333333,45,2,1
20997,68759,17475,29585,2366,5729.916666666667,24,0,0
19215,106067,30011,48239,1660,8838.916666666666,56,2,1
38069,55307,9128,27272,2381,4608.916666666667,30,3,1
28911,41064,33450,36619,3445,3422.0,48,5,1
22030,106848,19897,19533,2883,8904.0,26,1,1
34334,67548,9168,49895,3154,5629.0,47,2,1
19571,66945,7861,13720,3385,5578.75,32,1,1
33927,77937,14750,29267,2280,6494.75,23,0,1
25714,36476,17988,25696,1101,3039.6666666666665,53,2,1
28387,81756,3979,39968,2094,6813.0,30,1,0
33444,32382,24524,33345,2950,2698.5,51,1,1
24921,79683,8065,35693,1039,6640.25,35,0,0
18057,117999,38684,29385,1595,9833.25,27,1,0
29858,75276,24184,28122,2305,6273.0,56,2,1
31062,63402,34365,11364,523,5283.5,34,2,1
25567,56946,24704,12708,1123,4745.5,34,1,1
34739,109698,6622,22982,2335,9141.5,23,1,0
8754,103933,19261,27308,1579,8661.083333333334,23,0,0
32044,52335,29419,42919,1485,4361.25,42,1,1
6724,75095,35467,35161,722,6257.916666666667,39,2,0
6376,109930,26605,45089,678,9160.833333333334,55,1,1
13706,57197,30171,23865,3347,4766.416666666667,32,2,0
13894,52010,23164,10495,2981,4334.166666666667,25,2,1
23037,54123,14796,12148,2460,4510.25,30,2,1
23450,117923,37854,43324,1973,9826.916666666666,61,1,1
21406,32890,32320,23393,1292,2740.8333333333335,53,0,1
34725,38026,1665,11552,1383,3168.8333333333335,33,3,1
10926,94925,33694,45853,3039,7910.416666666667,55,5,0
14496,98842,25230,42924,1712,8236.833333333334,52,0,1
34806,63665,23995,18926,2101,5305.416666666667,31,0,1
27663,39277,27784,40851,1309,3273.0833333333335,58,1,1
27656,72239,15605,33889,1460,6019.916666666667,44,2,1
30860,77664,18463,49930,919,6472.0,55,1,1
21832,78008,9419,18055,3820,6500.666666666667,39,2,1
26727,44683,34837,14654,3196,3723.5833333333335,26,4,1
